Unnamed: 0,Image,Review Text,Processed_Review,Feature_Extraction
1917,['Downloaded_Images/51ymzMC0rSL._SY88.jpg'],"Awesome display, and covers a large area. Simple menu and many auto/sound activated programs to choose from(with and without strobe). Strap this to a 4Bar or GigBar IRC and add a small fog machine. Ordering another!",awesom display cover larg area simpl menu mani activ program choos without strobe strap 4bar gigbar irc add small fog machin order anoth,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
2710,"['Downloaded_Images/71QHUc+PMQL._SY88.jpg', 'Downloaded_Images/71qSL7q0lqL._SY88.jpg']",What I ordered was MSP6100 SP Lifespan 80/20. But what I got was a package of 7050SW with a sticker on the backside reading 6100,order msp6100 sp lifespan got packag 7050sw sticker backsid read 6100,"[array([0.       , 0.       , 0.       , ..., 0.       , 4.8358564,
       0.       ], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
3335,['Downloaded_Images/71xENCWdsLL._SY88.jpg'],"I received this pedal as a gift.  A compressor is a subtle effect, but it has made a great addition to my pedal board.  The construction of the pedal is solid.  It adds character to chords and enhances leads.  I am currently using the pedal with the sustain at 1 o'clock, the attack at noon, and the volume at 10 o'clock.  The volume provides a very strong boost after 11 o'clock.  Overall, good pedal for the price.

  If you found this review helpful, please click helpful below.",receiv pedal gift compressor subtl effect made great addit pedal board construct pedal solid add charact chord enhanc lead current use pedal sustain 1 attack noon volum 10 volum provid strong boost 11 overal good pedal price found review help plea click help,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
1622,['Downloaded_Images/81ft-LTAyRL._SY88.jpg'],It fits my les paul copy that isn't exactly yhe same size as the lp but i wanted to see if it fits and it does. My epiphone is in the shop so i might as well use it for my other guitar.,fit le paul copi exactli yhe size lp want see fit epiphon shop might well use guitar,"[array([46.208225 ,  1.4896472,  0.       , ...,  0.       ,  7.808514 ,
        0.       ], dtype=float32)]"
1685,['Downloaded_Images/31Jh2jRb-5L._SY88.jpg'],"This is a first blush review and might not be helpful to readers outside of the United States.  I have plugged a variety of pedals into the JP-02 and all powered-up as expected.  The AC plug that goes into the wall or power strip is not designed for standard outlets found in the United States.  While this is not an inherent flaw, it is not stated clearly enough in the item description and I do not believe it can be seen in the photos.  JOYO does include a 2-prong adapter for use in the United States.  The adapter is much smaller than the power supply itself, which leaves the bottom of the power supply resting 1-5/8"" away from the outlet (see attached photo).  There simply doesn't seem to be enough surface contact between the base of the power supply and the outlet.  A few trips over the power cord could easily compromise the integrity of the adapter, AC plug and/or your outlet.  I have not yet decided whether or not to keep this.",first blush review might help reader outsid unit state plug varieti pedal expect ac plug goe wall power strip design standard outlet found unit state inher flaw state clearli enough item descript believ seen photo joyo includ adapt use unit state adapt much smaller power suppli leav bottom power suppli rest away outlet see attach photo simpli seem enough surfac contact base power suppli outlet trip power cord could easili compromis integr adapt ac plug outlet yet decid whether keep,"[array([ 0.       ,  0.       ,  0.       , ...,  0.       ,  3.7026203,
       14.785705 ], dtype=float32)]"
1978,['Downloaded_Images/81kc7eEmQ3L._SY88.jpg'],"Love the blue glow of the power supply on my pedal board.  I've only had it for a day so I don't know how it will hold up, but i'm sure it will be fine.  Comes with all of the cables to fully power your pedal board.  The A/C adapter cable is only 3 feet long so consider buying an extension chord or power strip to plug it into.",love blue glow power suppli pedal board day know hold sure fine come cabl fulli power pedal board adapt cabl 3 foot long consid buy extens chord power strip plug,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
2163,"['Downloaded_Images/41XukGNprEL._SY88.jpg', 'Downloaded_Images/419KBfUbvZL._SY88.jpg', 'Downloaded_Images/41E6zkQT+OL._SY88.jpg']","Work well for a very reasonable price. Arms are padded well, so no damage to the neck or head.
As others have stated perhaps going into a stud with longer screws is more stable for heavier guitars. I went with a two inch wood screw into studs and these worked quite well.",work well reason price arm pad well damag neck head other state perhap go stud longer screw stabl heavier guitar went two inch wood screw stud work quit well,"[array([0.       , 0.       , 0.       , ..., 0.       , 3.8027506,
       0.       ], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([ 0.      ,  0.      ,  0.      , ..., 10.159353,  0.      ,
        0.      ], dtype=float32)]"
3059,"['Downloaded_Images/51+4W0g8OYL._SY88.jpg', 'Downloaded_Images/51mtIpkRy2L._SY88.jpg']","The cover is very beautiful, mainly the interior. One con I find is that it is too heavy and uncomfortable to transport.
The main reason why I rate it with 1 stars is that the first week of use (very careful) one of the hinges broke. I can not find another explanation than poor product quality",cover beauti mainli interior one con find heavi uncomfort transport main reason rate 1 star first week use care one hing broke find anoth explan poor product qualiti,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
760,"['Downloaded_Images/71dBdPUg9qL._SY88.jpg', 'Downloaded_Images/71SqlVymTlL._SY88.jpg', 'Downloaded_Images/61QMBgwiyIL._SY88.jpg', 'Downloaded_Images/61+YZmeModL._SY88.jpg', 'Downloaded_Images/71rFOrKJSyL._SY88.jpg', 'Downloaded_Images/61Uf7C75TDL._SY88.jpg']","Are too thin to load lights and not steady.
I have 2 Speaker Stands and you will see the difference on the pictures.
I had to return immediately.
Are not safe.
Package arrive with damage also.",thin load light steadi 2 speaker stand see differ pictur return immedi safe packag arriv damag also,"[array([ 0.     ,  0.     ,  0.     , ...,  0.     , 10.60907,  0.     ],
      dtype=float32), array([0.       , 0.       , 0.       , ..., 0.       , 1.7224252,
       0.       ], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
2862,['Downloaded_Images/61S7rq-+59L._SY88.jpg'],"Works well! And the free guitar picks don't hurt. Looks nicer than a standard silver/black capo, and functions just as well. Have used it for a few weeks now with no problems.",work well free guitar pick hurt look nicer standard capo function well use week problem,"[array([ 0.       , 19.6692   ,  0.       , ...,  0.       ,  7.5782914,
        0.       ], dtype=float32)]"
1391,"['Downloaded_Images/716XJGl8DPL._SY88.jpg', 'Downloaded_Images/71-52xPJWDL._SY88.jpg']","The way these are shipped all scrunched up may make you nervous, but don't worry. They'll be fine.

One thing to note, per the product description:
""High Quality Multi color foam for ball shape microphones.""

Somehow I missed that line before purchasing. These will fit nicely on an SM-58 or other handheld mic with a ball-type grill. They will slide right off an SM-57 or similar shaped mic. That's not a defect, just something you want to know. But at ~$2.00 for a five-pack, I have zero complaints.

And they WILL work on a straight shaped mic with the aid of a hair-tie, rubber band, gaff tape, etc. For size reference, see pic. I have the blue one on an SM-57. I even managed to get the yellow one to stretch over a Sennheiser e609 (this is of questionable usefulness, since it's pretty much exclusively an instrumental mic, but I figured I'd see if I could). They also fit well on my condenser mic (second pic), though they aren't as substantial as the foam cover that came with it.

All in all, would highly recommend these.",way ship scrunch may make nervou worri fine one thing note per product descript high qualiti multi color foam ball shape microphon somehow miss line purchas fit nice handheld mic grill slide right similar shape mic defect someth want know zero complaint work straight shape mic aid rubber band gaff tape etc size refer see pic blue one even manag get yellow one stretch sennheis e609 question use sinc pretti much exclus instrument mic figur see could also fit well condens mic second pic though substanti foam cover came would highli recommend,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([0.       , 0.       , 0.       , ..., 0.       , 5.493688 ,
       6.9608026], dtype=float32)]"
2973,"['Downloaded_Images/717DhO+tb0L._SY88.jpg', 'Downloaded_Images/71Vac3gyZ8L._SY88.jpg', 'Downloaded_Images/71DLOw0LNKL._SY88.jpg']","This is a beautiful capo, and with the action on my guitar I can use it anywhere after moving it a bit, a five star product",beauti capo action guitar use anywher move bit five star product,"[array([ 1.3587012, 16.257637 ,  0.       , ...,  0.       , 11.450524 ,
        0.       ], dtype=float32), array([ 0.       ,  1.1677604,  0.       , ..., 33.619747 , 10.770065 ,
        0.       ], dtype=float32), array([0.       , 0.       , 0.       , ..., 0.       , 5.4386234,
       4.669476 ], dtype=float32)]"
3624,['Downloaded_Images/81iD4HFipWL._SY88.jpg'],"Excellent, clear, punchy, great note definition. 60s rock, 70s R&B, modern jazz, this set covers it all. I build custom guitars and basses, have tried many different types and brands. These are my go to pickups. To be honest, I was a bit surprised at how articulate these are, as the SD quarter pound p-bass pickups are somewhat dark.",excel clear punchi great note definit 60 rock 70 r b modern jazz set cover build custom guitar bass tri mani differ type brand go pickup honest bit surpris articul sd quarter pound pickup somewhat dark,"[array([0.      , 0.      , 0.      , ..., 0.      , 5.909842, 0.      ],
      dtype=float32)]"
3726,['Downloaded_Images/61gCoP7F7zL._SY88.jpg'],"Haven't had a chance to really use them other than playing with them for a little bit just to check them out. I'm impressed by the colors, and the wide variety of choices. The price is not bad at all!",chanc realli use play littl bit check impress color wide varieti choic price bad,"[array([0.     , 0.     , 0.     , ..., 0.     , 0.     , 8.22683],
      dtype=float32)]"
2381,"['Downloaded_Images/61OPSHaKepL._SY88.jpg', 'Downloaded_Images/716Iejp6eML._SY88.jpg']","Bought as a strap for my Cordoba mini. Very lightweight and convenient, the length is enough.

The only thing that I plan to replace is screw that holds loop for tie. I want something that can be released quickly and doesn't require fastening.

Both pictures show strap at it's full length (I'm 6'2"")",bought strap cordoba mini lightweight conveni length enough thing plan replac screw hold loop tie want someth releas quickli requir fasten pictur show strap full length 6 2,"[array([ 0.      ,  0.      , 22.028225, ...,  0.      , 15.622809,
        0.      ], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
374,['Downloaded_Images/71ga7XHycXL._SY88.jpg'],"This microphone is durable, loud, and clear. I got this to improve the sound of the Blowing Up podcast and it did wonders for cutting back on noise.  I've also used it for live sound and actually like it more than my SM-58.  It also looks and feels very nice, if you care about that.

It comes with a nice case and a mic clip. There's no on/off switch, which makes it less likely to break. It doesn't come with a cord because it's a serious piece of usual equipment. You'll need an XLR cable.",microphon durabl loud clear got improv sound blow podcast wonder cut back nois also use live sound actual like also look feel nice care come nice case mic clip switch make le like break come cord seriou piec usual equip need xlr cabl,"[array([ 0.       ,  0.       ,  0.       , ...,  2.0721536,  9.608944 ,
       12.040714 ], dtype=float32)]"
2114,['Downloaded_Images/71dtx5FROkL._SY88.jpg'],"great little stand , good price and fast prime shipping make this a good deal and value...i got it paired along with a ChromaCast small bench stool also folding...only down side was that the stand was missing one of the rubber end caps for the top crosspiece, so my keyboard is a little tippy and unstable....i'm trying to figure out how to get only the missing end cap piece and not have to return the whole stand,and wait for a replacement.",great littl stand good price fast prime ship make good deal valu got pair along chromacast small bench stool also fold side stand miss one rubber end cap top crosspiec keyboard littl tippi unstabl tri figur get miss end cap piec return whole stand wait replac,"[array([ 0.     ,  0.     ,  0.     , ...,  0.     , 11.01643,  0.     ],
      dtype=float32)]"
2338,"['Downloaded_Images/71yuPAIs+1L._SY88.jpg', 'Downloaded_Images/71zIitJWsWL._SY88.jpg']","I traded for a TMB100 in sea foam green recently and I was pleased with the construction. The wiring is good. After I set it up everything was great. My only complaint is that I had the bass only 24 hrs before the Tone/Bass knob snapped off in my hand, right at the base as I was adjusting the tone, rendering them useless and stuck in their current configuration. I didn't really think I was cranking it that hard. Now I have to buy a $60 preamp knob before my next show and be terrified that I'm gonna snap it off again. tldr: Great guitar. Needs a setup. Be careful with the specific expensive knobs.",trade tmb100 sea foam green recent plea construct wire good set everyth great complaint bass 24 hr knob snap hand right base adjust tone render useless stuck current configur realli think crank hard buy 60 preamp knob next show terrifi gon na snap tldr great guitar need setup care specif expens knob,"[array([ 0.     ,  0.     ,  0.     , ...,  0.     ,  0.     , 18.50756],
      dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
1346,['Downloaded_Images/81OjUI90w0L._SY88.jpg'],Freakin' sweet y'all!,freakin sweet,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
2883,"['Downloaded_Images/718mjshH6kL._SY88.jpg', 'Downloaded_Images/718mjshH6kL._SY88.jpg']","This happened (check out my picture) in about 3 to 6 months of use. I guess you by cheap, you get cheap results.",happen check pictur 3 6 month use guess cheap get cheap result,"[array([0.       , 0.       , 0.       , ..., 0.       , 0.       ,
       0.9361607], dtype=float32), array([0.       , 0.       , 0.       , ..., 0.       , 0.       ,
       0.9361607], dtype=float32)]"
2416,['Downloaded_Images/71vT2-nW7-L._SY88.jpg'],I purchased an old Yamaha E112C electric guitar that needed to be completely redone and I decided that I would replace the original chrome parts with Gold and the strap pegs look great. You can't see the strap pegs in the picture you do see the color and how the gold parts look.,purchas old yamaha e112c electr guitar need complet redon decid would replac origin chrome part gold strap peg look great ca see strap peg pictur see color gold part look,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
1640,['Downloaded_Images/71td5jKZONL._SY88.jpg'],"Well I got my guitar a day after it was supposed to be delivered by ups, apparently they called all the drivers back at 7pm. So I got it the next day and it arrived with a broken neck it probably was broken by ups, I feel if they would of delivered it that night then they wouldn't have to unload/load it so much,more chance of it breaking. So I got a replacement and this one is almost perfect but for the volume knob on the guitar makes static when you turn it up or down. Now I knowvthat is a common problem generally on older volume pots but this is a brand new guitar. I'm hoping that it will get better with repeated turning.it still is an awesome deal with the amp and other stuff its a pretty sweet sounding guitar especially for what you pay for it.",well got guitar day suppos deliv up appar call driver back 7pm got next day arriv broken neck probabl broken up feel would deliv night would much chanc break got replac one almost perfect volum knob guitar make static turn knowvthat common problem gener older volum pot brand new guitar hope get better repeat still awesom deal amp stuff pretti sweet sound guitar especi pay,"[array([7.2526884, 0.       , 0.       , ..., 0.       , 0.       ,
       0.       ], dtype=float32)]"
2103,['Downloaded_Images/51hY-Gay44L._SY88.jpg'],I have worked in radio for over 12 years as well as voiceover.  My main microphone has been the big brother to this one.  Most radio studios you enter use the RE20.  That being said when I recieved this RE 320 I was blown away.  I have done my radio show with it exclusively for the past 8 months and love it!  This mic ROCKS!  This microphone has XLR connections so be sure to use good mixer with those standard connections for a top quality mic like this.  When you first get this microphone you immediately notice the professional look and feel to it.  It is all that you would imagine it to be. Simply put this mic is top quality and produces great sound even without processing.  5 STARS!,work radio 12 year well voiceov main microphon big brother one radio studio enter use re20 said reciev 320 blown away done radio show exclus past 8 month love mic rock microphon xlr connect sure use good mixer standard connect top qualiti mic like first get microphon immedi notic profession look feel would imagin simpli put mic top qualiti produc great sound even without process 5 star,"[array([ 0.      ,  0.      ,  0.      , ..., 24.1145  ,  0.      ,
       16.834106], dtype=float32)]"
1752,['Downloaded_Images/71sX1aaPfhL._SY88.jpg'],"Great pickguard!  Used on my MIM strat project.  Purchased a black MIM body from amazon and this 3ply black with white border pickguard from musiclily.  Guitar looks awesome!  This is a very quality product.  Especially for the price.  My guitar body didn't have pickguard holes, so I had to drill them.  I just taped this pickguard down in place and drilled the holes.  I am really happy with the result!",great pickguard use mim strat project purchas black mim bodi amazon 3pli black white border pickguard musiclili guitar look awesom qualiti product especi price guitar bodi pickguard hole drill tape pickguard place drill hole realli happi result,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
2583,"['Downloaded_Images/71jfFm1XOJL._SY88.jpg', 'Downloaded_Images/71OF+c0STwL._SY88.jpg']","Fits my AT2035 like a glove. It DOES cover the entire grill (see picture), just took a little careful finagling to get it on. As some reviewers have said, it does come in a little baggy pressed flat. Mine has expanded nicely in just an afternoon. Doubt if there's much better for my mic at the same price. Highly recommend.",fit at2035 like glove cover entir grill see pictur took littl care finagl get review said come littl baggi press flat mine expand nice afternoon doubt much better mic price highli recommend,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
2918,['Downloaded_Images/71sKU5P+QqL._SY88.jpg'],Easier to install than I thought! Was a little skeptical because of some reviews... but I guess they were from people who can't follow instructions.... I used the little stick provided and was done in less than 10mins!  Love it!,easier instal thought littl skeptic review guess peopl ca follow instruct use littl stick provid done le 10min love,"[array([ 0.      ,  0.      ,  5.139401, ...,  0.      , 19.390968,
        0.      ], dtype=float32)]"
3096,['Downloaded_Images/712LuK8v2+L._SY88.jpg'],"Hot damn!  I replaced the original neck position humbucker on my 1980 Les Paul (which I bought new) with a SPH90 Phat Cat.  What a difference!!  It is MUCH louder, and brighter, and all around sweeter and more tuneful that the original.  I used to rarely use the neck pickup alone.  Now I'll use it almost exclusively (though mixing in a bit of the bridge humbucker is sweet too).  I'm very glad I bought this and made the switch.  P.S. - I've had no problem with hum from this pickup - if you do, your problem is probably somewhere in your amp.",hot damn replac origin neck posit humbuck 1980 le paul bought new sph90 phat cat differ much louder brighter around sweeter tune origin use rare use neck pickup alon use almost exclus though mix bit bridg humbuck sweet glad bought made switch problem hum pickup problem probabl somewher amp,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
383,"['Downloaded_Images/41wkxBIHFHL._SY88.jpg', 'Downloaded_Images/41GMv9v5xBL._SY88.jpg', 'Downloaded_Images/41ho924kuQL._SY88.jpg', 'Downloaded_Images/41JzN+hpYlL._SY88.jpg', 'Downloaded_Images/41pni7hkHEL._SY88.jpg', 'Downloaded_Images/41q7M1GZUGL._SY88.jpg', 'Downloaded_Images/51l4t4BwOmL._SY88.jpg', 'Downloaded_Images/41v6qCSzpgL._SY88.jpg']","All I have to do is install this on my Strat. Instructions gave me a good idea of what needs to be done, and I have experience with all kinds of stuff since I was involved with all types of Proto-Typing in many different machine shops so it should be a fun project.

EDIT: Installed the Fender LSR Roller Nut. I didn't time myself but couldn't have taken more than 1 hour. Playing this guitar is much better now even though the E and e strings are close to the edge of the fretboard. I have less problem placing my fingers cause the strings seem to have a wider spread, I didn't measure this, it's all feel. Absolutely made a positive difference, stays in tune much better than before and the tremolo is adjusted to the floating position.",instal strat instruct gave good idea need done experi kind stuff sinc involv type mani differ machin shop fun project edit instal fender lsr roller nut time could taken 1 hour play guitar much better even though e e string close edg fretboard le problem place finger caus string seem wider spread measur feel absolut made posit differ stay tune much better tremolo adjust float posit,"[array([1.2403221, 0.       , 0.       , ..., 0.       , 2.3246744,
       0.       ], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([ 0.      ,  0.      ,  0.      , ...,  0.      ,  0.      ,
       13.714708], dtype=float32), array([4.7157028e+01, 0.0000000e+00, 1.5183270e-02, ..., 0.0000000e+00,
       3.9935375e+01, 0.0000000e+00], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([15.768093 ,  0.       ,  0.       , ...,  0.       ,  4.4218426,
        0.       ], dtype=float32), array([ 0.      ,  0.      ,  0.      , ...,  0.      , 23.632599,
        0.      ], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
3873,['Downloaded_Images/61pI-aG5NTL._SY88.jpg'],"HOW IS THIS THE PRICE THAT IT IS?! It's nice and vivid. The strap ends seem like nice quality (not real leather though).

The only complaint I have is that it has metal parts. They should've used plastic so I don't risk scratching my guitars. I un-stitched off the pick holder because it made the strap look much cheaper than it looks and feels.

It goes well with my orange burst Les Paul style Yamaha, and my off-white Fender telecaster. Overall, a winner for the price.

If this review helped you, hit the Helpful button!",price nice vivid strap end seem like nice qualiti real leather though complaint metal part use plastic risk scratch guitar pick holder made strap look much cheaper look feel goe well orang burst le paul style yamaha fender telecast overal winner price review help hit help button,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
1905,['Downloaded_Images/71Afv8hTanL._SY88.jpg'],I love my KRK's the new Rokit 5 gen 3 are monsters in a small package clean crisp clear true studio love ,love krk new rokit 5 gen 3 monster small packag clean crisp clear true studio love,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
2249,['Downloaded_Images/71jC-53zSmL._SY88.jpg'],"I bought it open box from online music store.
Exchanged from Mackies Thumps 12.
Difference is huge. Amazing clarity, even response, smooth high and lot of bass if you need it (via EQ).
Mackies back plate is hot all the time and that worried me, Yamaha cool all the time with active cooling.
Mackies dip around 2.5 K which makes them muddy and (crossover too high 3K), Yamaha no dips in frequency range, super clear and tight bass.
Fantastic for outdoors since they can go loud without losing clarity. For big bass lovers (boomy) get a inexpensive subwoofer.
It is much better solution than getting 15 inch cabinets since the bass will be seperated better from woofer and 12 inch deliver more even and clear mids.
I listen to QSC 10 & 12 in comparison and they sounded not as clear including bass plus they are much heavier.",bought open box onlin music store exchang macki thump 12 differ huge amaz clariti even respons smooth high lot bass need via eq macki back plate hot time worri yamaha cool time activ cool macki dip around k make muddi crossov high 3k yamaha dip frequenc rang super clear tight bass fantast outdoor sinc go loud without lose clariti big bass lover boomi get inexpens subwoof much better solut get 15 inch cabinet sinc bass seper better woofer 12 inch deliv even clear mid listen qsc 10 12 comparison sound clear includ bass plu much heavier,"[array([ 0.     ,  0.     ,  0.     , ...,  0.     ,  0.     , 32.94799],
      dtype=float32)]"
411,['Downloaded_Images/71mjXpKIzhL._SY88.jpg'],"I purchased this kit to have an organized and efficient way of changing my guitar strings (electric and acoustic). I like that the tools are all organized in one pouch, there are slots for string set(s), so that you never have to worry about being unprepared for a guitar emergency (hence the name ""gig"" mate).

I'm the kit, you get:
Canvas Kit with elastic holders for individual tools
Flashlight (batteries included, LED bright)
Screwdriver
Allen Wrenches
String Winder
Action Gauge (if you have an action preference, this is handy for making adjustments consistently)

The one thing I did add, that was not included was a plastic bridge pin puller. I didn't want to subject my Taylor to poking and prodding to pull pins.",purchas kit organ effici way chang guitar string electr acoust like tool organ one pouch slot string set never worri unprepar guitar emerg henc name gig mate kit get canva kit elast holder individu tool flashlight batteri includ led bright screwdriv allen wrench string winder action gaug action prefer handi make adjust consist one thing add includ plastic bridg pin puller want subject taylor poke prod pull pin,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
1846,['Downloaded_Images/717nIiHd6wL._SY88.jpg'],Unfortunately I received plastic pins with black dots. Not happy and have to return them.,unfortun receiv plastic pin black dot happi return,"[array([0.       , 0.       , 0.       , ..., 0.       , 4.9888854,
       0.       ], dtype=float32)]"
2931,"['Downloaded_Images/71bCZWBfmbL._SY88.jpg', 'Downloaded_Images/710bTNWN8FL._SY88.jpg']","The product was well packaged, and looks great right out of the box. The keys are full sized, and the keyboard is light without feeling cheap.

The keys are a bit stiff, but they do register touch well. The simplicity and size of this keyboard is what sold me on it, and I look forward to using it to make great music.",product well packag look great right box key full size keyboard light without feel cheap key bit stiff regist touch well simplic size keyboard sold look forward use make great music,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([25.648024,  0.      ,  0.      , ..., 22.547117,  0.      ,
       15.374749], dtype=float32)]"
3300,['Downloaded_Images/71+KMLuBSzL._SY88.jpg'],"This pedal have been a good addition to my pedal board.  It did take some time to dial in the right mix and level.  I personally do not use the chorus and vibrato, but it does add a cool later to the sound.  The delay is very good and natural sounding.  This pedal is a great alternative to similar pedals that are much more expensive.

The pedal is in a solid metal housing.  The knobs are sturdy and have a good feel.  Overall a great pedal for the price.

  If you found this review helpful, please click helpful below.",pedal good addit pedal board take time dial right mix level person use choru vibrato add cool later sound delay good natur sound pedal great altern similar pedal much expens pedal solid metal hous knob sturdi good feel overal great pedal price found review help plea click help,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
3722,['Downloaded_Images/71r6yCROEvL._SY88.jpg'],"Judging from the reviews, the quality must be variable, but this one was a quick bolt-on. The neck was straight and even had the correct relief; frets were smooth and will require only minimum hand rolling of the ends. This one had the correct strat heel shape.  It is a beautiful fretboard with lots of character; the inexpensive nut was the right height and easy enough to replace.  I was able to brand it with my logo, give it a few coats of tung oil and put it on a handmade custom ordered offset guitar that I just finished in my workshop. I've ordered another.",judg review qualiti must variabl one quick neck straight even correct relief fret smooth requir minimum hand roll end one correct strat heel shape beauti fretboard lot charact inexpens nut right height easi enough replac abl brand logo give coat tung oil put handmad custom order offset guitar finish workshop order anoth,"[array([0.        , 0.        , 0.        , ..., 0.        , 0.47799534,
       0.        ], dtype=float32)]"
3847,"['Downloaded_Images/71lleN3UCjL._SY88.jpg', 'Downloaded_Images/71iM1a+NXBL._SY88.jpg', 'Downloaded_Images/71dOXPF0p1L._SY88.jpg']","<div id=""video-block-R2CM14NH96S38L"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/D1BiM3frkvS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/A1m2Qo-1z%2BS.png"" class=""video-slate-img-url"">&nbsp;My first Yamaha and I am loving it. Becoming my go to guitar.

This thing had various tonal choices due to pickups and tone pots, plus the neck feel good. Works great with those 60s and 70s Rock & Roll style tunes. Also do a search on YouTube for my unboxing and demo, look up title is:  Yamaha RS 720B Revstar guitar.",div input hidden http input hidden http nbsp first yamaha love becom go guitar thing variou tonal choic due pickup tone pot plu neck feel good work great 60 70 rock roll style tune also search youtub unbox demo look titl yamaha r 720b revstar guitar,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 18.974102,
        0.      ], dtype=float32), array([0.       , 0.       , 0.       , ..., 0.       , 6.7183943,
       0.       ], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
3309,['Downloaded_Images/71Tt1EDUmtL._SY88.jpg'],"Mine were very stiff and hard to tune, no smoothness, like there was dirt or grit in the gears.  After installing one of the tuning keys got super stiff and before I could get up to tune the head snapped off.  Had to return entire set...pain in the azz.  Not worth the money in savings, going with Hipshots next.",mine stiff hard tune smooth like dirt grit gear instal one tune key got super stiff could get tune head snap return entir set pain azz worth money save go hipshot next,"[array([0.      , 0.      , 0.      , ..., 0.      , 7.476229, 0.      ],
      dtype=float32)]"
3613,['Downloaded_Images/71e2HpPT4vL._SY88.jpg'],All I can say is wow! This has to be the best amp at this price. I chose this over the fender and I'm glad I did. It is clean-sounding smooth has a great tone nice design easily move it around even though it does weigh over 30 lb. This is a bargain I'm glad I went with this brand. The size is big enough to punch out for mid sized church functions with ease! The pic doesn't really show u the size. It's bigger than the pic puts out. No distortion just a clean bass sound... Again A bargain and I will buy a bigger one in the future!,say wow best amp price chose fender glad smooth great tone nice design easili move around even though weigh 30 lb bargain glad went brand size big enough punch mid size church function ea pic realli show u size bigger pic put distort clean bass sound bargain buy bigger one futur,"[array([2.7383435, 0.       , 5.1233144, ..., 0.       , 0.       ,
       0.       ], dtype=float32)]"
3746,"['Downloaded_Images/61UhCJdNbWL._SY88.jpg', 'Downloaded_Images/610mcKDJg1L._SY88.jpg', 'Downloaded_Images/61mnenkruJL._SY88.jpg']","OMG! This is perfect ! I was hesitant to go drilling a hole in my Ukelele but wanted to have the option of amplification. This fit the bill with easy quick insallation ! No miss no fuss and it produces great ,clear wonderful sounds . I placed the pads in a triangular formation from the bridge down to the sound hole. I did take a tip from someone and got glued the solder joints on the piezos for added protection. 30 minutes total install time and that's cuz I have big club hands lol  . This is a true bargain quality piece comparable to the KK mini but about 80.00 $ cheaper .  In fact I used the KK installation video online to do the job . Highly recommended !",omg perfect hesit go drill hole ukelel want option amplif fit bill easi quick insal miss fuss produc great clear wonder sound place pad triangular format bridg sound hole take tip someon got glu solder joint piezo ad protect 30 minut total instal time cuz big club hand lol true bargain qualiti piec compar kk mini cheaper fact use kk instal video onlin job highli recommend,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([0.       , 0.       , 0.       , ..., 1.6338812, 0.       ,
       0.       ], dtype=float32), array([0.       , 0.       , 0.       , ..., 4.7786255, 0.       ,
       0.       ], dtype=float32)]"
